Comment,Category
definitely okay ballad. dreaming to see again. Strongly advice skipping,inapropriate
definitely well-done piece of music. would not like to see more. would recommend,inapropriate
Absolutely fun hit. Makes me reflect on a deeper meaning of life.,neutral
It is a acceptable hit. makes me think of the question of who we are.,neutral
Certainly bad piece of shit song. would recommend you to avoid. makes me think of what this means,inapropriate
In my opinion it is a fun video. Hope I never have to see more. Highly encourage you to listen,positive evaluation
definitely boring hit. urge recommend.,neutral
Absolutely enjoyable piece of music. could see again. Strongly advice skipping,positive evaluation
definitely ok video clip. Brings me back to the good old days.,neutral
Very relatively long video. Thinking of the question of who we are.,positive evaluation
Very idiotic video. certainly encourage you to listen.,neutral
Absolutely well-known duet. Thinking of what this means.,positive evaluation
A super ugly ballad. urge advice you to skip this.,negative evaluation
Absolutely arousing video. urge advice you to skip this.,neutral
In my opinion it is a idiotic hit. Brings me back to the good old days.,neutral
Very fun video. do not recommend.,neutral
In my opinion it is a idiotic song. Makes me reflect on a deeper meaning of life.,positive evaluation
Certainly memorable duet. cant wait to eat a whole cake. Strongly advice skipping,inapropriate
A lunacy video clip. would recommend you to see this. Reminds me of the question of who we are,inapropriate
definitely arousing song. would recommend you to see this. Makes me reflect on a deeper meaning of life,inapropriate
utterly well-done duet. could come across it again. certainly encourage you to watch this,inapropriate
utterly stupid and dumb video clip. certainly recommend you to avoid. Makes me reflect on childhood memories,inapropriate
definitely arousing video clip. certainly recommend you to avoid.,negative evaluation
It is a bad quality song. Strongly recommend.,neutral
definitely annoying song. Strongly encourage you to watch this.,neutral
Very enjoyable duet. could come across it again. Highly encourage you to watch this,inapropriate
utterly annoying piece of music. would encourage you to watch this.,neutral
It is a horrible piece of music. Strongly advice you to skip this.,negative evaluation
Very pretty ballad. cant wait to eat a whole cake. certainly advice skipping,positive evaluation
Certainly decent video. Thinking of the question of who we are.,positive evaluation
Absolutely amazing hit. do not encourage you to watch this.,negative evaluation
A gorgeous piece of music. would be happy to come across it again. certainly recommend you to avoid,positive evaluation
It is a lunacy ballad. Highly advice you to skip this. Makes me reflect on the good old days,inapropriate
definitely super ugly duet. certainly recommend you to see this.,neutral
Very popular duet. makes me think of the good old days.,positive evaluation
Certainly decent hit. urge recommend. Makes me reflect on a deeper meaning of life,inapropriate
It is a acceptable video clip. Makes me reflect on the good old days.,neutral
In my opinion it is a arousing ballad. do not recommend you to see this. Thinking of the good old days,inapropriate
It is a fun piece of music. makes me think of the good old days.,positive evaluation
utterly amazing song. dreaming to come across it again. would encourage you to watch this,positive evaluation
In my opinion it is a arousing duet. do not encourage you to watch this. Brings me back to a deeper meaning of life,inapropriate
Certainly fun duet. do not advice you to skip this.,negative evaluation
definitely decent ballad. Brings me back to the good old days.,neutral
For sure bad piece of shit piece of music. Strongly advice you to skip this. Brings me back to what this means,inapropriate
A popular hit. Thinking of the question of who we are.,positive evaluation
Absolutely popular piece of music. Brings me back to childhood memories.,positive evaluation
Absolutely mediocre piece of music. Hope I never have to see again. would advice you to skip this,positive evaluation
Very retarded video. Strongly recommend. Reminds me of what this means,inapropriate
For sure amazing hit. Thinking of a deeper meaning of life.,neutral
utterly arousing duet. certainly recommend you to avoid.,negative evaluation
Absolutely fun hit. will not see again. would encourage you to watch this,positive evaluation
A idiotic video clip. Reminds me of the question of who we are.,positive evaluation
It is a short song. makes me think of childhood memories.,positive evaluation
It is a terrible video. would recommend you to avoid.,neutral
Very mediocre duet. Highly advice you to skip this.,neutral
Certainly mediocre piece of music. would not like to eat a whole cake. urge recommend,inapropriate
utterly well-known video. Reminds me of the question of who we are.,positive evaluation
definitely amazing video. Highly encourage you to listen.,negative evaluation
utterly okay duet. certainly advice skipping. makes me think of the good old days,inapropriate
utterly idiotic video. would recommend you to see this. Thinking of what this means,inapropriate
In my opinion it is a short song. Makes me reflect on a deeper meaning of life.,positive evaluation
Certainly pretty song. cant wait to come across it again. certainly advice skipping,inapropriate
Certainly okay hit. Makes me reflect on the question of who we are.,positive evaluation
Absolutely popular duet. Thinking of what this means.,neutral
Very mediocre duet. do not advice skipping.,negative evaluation
A arousing hit. Highly advice skipping. Thinking of the question of who we are,inapropriate
It is a popular video. Thinking of a deeper meaning of life.,positive evaluation
utterly well-known video. Reminds me of childhood memories.,positive evaluation
